00000249) perceptual - 93.82175; gen_gan - 0.54120; feature_matching - 4.14179; equivariance_value - 0.32470; equivariance_jacobian - 0.57962; kp_distance - 2.51979; verilight - 0.86304; disc_gan - 0.29785
00000149) perceptual - 171.52498; gen_gan - 0.53620; feature_matching - 5.27186; equivariance_value - 1.38283; equivariance_jacobian - 1.85171; kp_distance - 2.88000; verilight - 1.48828; disc_gan - 0.84187
00000150) perceptual - 158.63808; gen_gan - 0.28988; feature_matching - 4.43811; equivariance_value - 1.52896; equivariance_jacobian - 1.56349; kp_distance - 3.32444; verilight - 0.82955; disc_gan - 0.47366
00000149) perceptual - 183.25624; gen_gan - 0.59529; feature_matching - 6.29882; equivariance_value - 1.36290; equivariance_jacobian - 1.88760; kp_distance - 2.76317; verilight - 2.41913; disc_gan - 0.50583
00000150) perceptual - 196.24121; gen_gan - 0.69264; feature_matching - 7.08097; equivariance_value - 1.71842; equivariance_jacobian - 3.96100; kp_distance - 2.64085; verilight - 2.25649; disc_gan - 0.19693
00000151) perceptual - 191.78442; gen_gan - 0.80383; feature_matching - 6.88060; equivariance_value - 1.57768; equivariance_jacobian - 8.32580; kp_distance - 2.52317; verilight - 1.83408; disc_gan - 0.11116
00000152) perceptual - 189.66821; gen_gan - 0.84953; feature_matching - 6.93856; equivariance_value - 1.56577; equivariance_jacobian - 2.38021; kp_distance - 2.45249; verilight - 2.02924; disc_gan - 0.09900
00000153) perceptual - 184.70914; gen_gan - 0.84078; feature_matching - 6.76855; equivariance_value - 1.51681; equivariance_jacobian - 2.74298; kp_distance - 2.39577; verilight - 1.69404; disc_gan - 0.10674
00000149) perceptual - 136.29723; gen_gan - 0.48598; feature_matching - 4.34686; equivariance_value - 0.43816; equivariance_jacobian - 0.66949; kp_distance - 2.28698; verilight - 1.42944; disc_gan - 0.60427
00000150) perceptual - 124.34512; gen_gan - 0.45295; feature_matching - 4.07729; equivariance_value - 0.42928; equivariance_jacobian - 0.66251; kp_distance - 2.57058; verilight - 1.35727; disc_gan - 0.36578
00000151) perceptual - 119.48338; gen_gan - 0.47746; feature_matching - 3.98834; equivariance_value - 0.40768; equivariance_jacobian - 0.63930; kp_distance - 2.34243; verilight - 1.34074; disc_gan - 0.34991
00000152) perceptual - 116.96891; gen_gan - 0.47857; feature_matching - 4.12607; equivariance_value - 0.38014; equivariance_jacobian - 0.61614; kp_distance - 1.91915; verilight - 1.41886; disc_gan - 0.33319
00000153) perceptual - 113.29705; gen_gan - 0.50896; feature_matching - 4.31490; equivariance_value - 0.36072; equivariance_jacobian - 0.58354; kp_distance - 1.30667; verilight - 1.48837; disc_gan - 0.30827
00000154) perceptual - 108.18188; gen_gan - 0.54196; feature_matching - 4.34815; equivariance_value - 0.34818; equivariance_jacobian - 0.58874; kp_distance - 1.39259; verilight - 1.48624; disc_gan - 0.29633
00000155) perceptual - 105.25345; gen_gan - 0.57244; feature_matching - 4.35274; equivariance_value - 0.35008; equivariance_jacobian - 0.57092; kp_distance - 1.34392; verilight - 1.40497; disc_gan - 0.28924
00000156) perceptual - 106.58086; gen_gan - 0.58937; feature_matching - 4.42653; equivariance_value - 0.34688; equivariance_jacobian - 0.55883; kp_distance - 1.51534; verilight - 1.72835; disc_gan - 0.27325
00000157) perceptual - 103.59827; gen_gan - 0.57062; feature_matching - 4.28976; equivariance_value - 0.33748; equivariance_jacobian - 0.55839; kp_distance - 1.47640; verilight - 1.62133; disc_gan - 0.30398
00000158) perceptual - 99.77235; gen_gan - 0.54242; feature_matching - 4.20137; equivariance_value - 0.33674; equivariance_jacobian - 0.55403; kp_distance - 1.43323; verilight - 1.60703; disc_gan - 0.30065
00000159) perceptual - 104.64364; gen_gan - 0.56181; feature_matching - 4.35221; equivariance_value - 0.35490; equivariance_jacobian - 0.56606; kp_distance - 1.51153; verilight - 1.58451; disc_gan - 0.29601
00000160) perceptual - 104.07465; gen_gan - 0.57544; feature_matching - 4.36998; equivariance_value - 0.34478; equivariance_jacobian - 0.56450; kp_distance - 1.38159; verilight - 1.75003; disc_gan - 0.27004
00000161) perceptual - 99.35989; gen_gan - 0.54916; feature_matching - 4.21402; equivariance_value - 0.31792; equivariance_jacobian - 0.54356; kp_distance - 1.46667; verilight - 1.58183; disc_gan - 0.32438
00000162) perceptual - 98.27405; gen_gan - 0.54513; feature_matching - 4.17537; equivariance_value - 0.30515; equivariance_jacobian - 0.53490; kp_distance - 1.55048; verilight - 1.56681; disc_gan - 0.29650
00000163) perceptual - 120.72984; gen_gan - 0.59553; feature_matching - 4.93303; equivariance_value - 0.51545; equivariance_jacobian - 0.77853; kp_distance - 1.60254; verilight - 1.69625; disc_gan - 0.27493
00000164) perceptual - 115.03381; gen_gan - 0.60177; feature_matching - 4.80470; equivariance_value - 0.50442; equivariance_jacobian - 0.71748; kp_distance - 1.47556; verilight - 1.22710; disc_gan - 0.27500
00000165) perceptual - 113.10709; gen_gan - 0.58956; feature_matching - 4.72864; equivariance_value - 0.48020; equivariance_jacobian - 0.68281; kp_distance - 1.29270; verilight - 1.60814; disc_gan - 0.26748
00000149) perceptual - 104.46526; gen_gan - 0.48139; feature_matching - 3.89591; equivariance_value - 0.26003; equivariance_jacobian - 0.50436; kp_distance - 1.05693; verilight - 2.95582; disc_gan - 0.50193
00000150) perceptual - 124.48009; gen_gan - 0.55832; feature_matching - 4.86771; equivariance_value - 0.38281; equivariance_jacobian - 0.70644; kp_distance - 1.15767; verilight - 2.66706; disc_gan - 0.27361
00000151) perceptual - 143.33049; gen_gan - 0.63873; feature_matching - 5.76511; equivariance_value - 0.68437; equivariance_jacobian - 1.04117; kp_distance - 1.90688; verilight - 1.98027; disc_gan - 0.25499
00000152) perceptual - 127.53912; gen_gan - 0.63757; feature_matching - 5.26383; equivariance_value - 0.51539; equivariance_jacobian - 0.81226; kp_distance - 2.01820; verilight - 1.57953; disc_gan - 0.26500
00000153) perceptual - 120.32809; gen_gan - 0.60816; feature_matching - 4.94456; equivariance_value - 0.41017; equivariance_jacobian - 0.79932; kp_distance - 2.17608; verilight - 2.25267; disc_gan - 0.27825
00000154) perceptual - 113.73513; gen_gan - 0.57906; feature_matching - 4.75116; equivariance_value - 0.39118; equivariance_jacobian - 0.77353; kp_distance - 2.24804; verilight - 2.01113; disc_gan - 0.29143
00000155) perceptual - 110.25045; gen_gan - 0.56968; feature_matching - 4.64872; equivariance_value - 0.33551; equivariance_jacobian - 0.72118; kp_distance - 2.32847; verilight - 1.91238; disc_gan - 0.29111
00000156) perceptual - 108.50981; gen_gan - 0.55974; feature_matching - 4.58095; equivariance_value - 0.32969; equivariance_jacobian - 0.69212; kp_distance - 2.25608; verilight - 2.13841; disc_gan - 0.30010
00000157) perceptual - 114.68444; gen_gan - 0.62728; feature_matching - 4.83379; equivariance_value - 0.32499; equivariance_jacobian - 0.70069; kp_distance - 2.14434; verilight - 2.15612; disc_gan - 0.24591
00000158) perceptual - 107.07237; gen_gan - 0.58347; feature_matching - 4.53705; equivariance_value - 0.27324; equivariance_jacobian - 0.63735; kp_distance - 2.04190; verilight - 1.91502; disc_gan - 0.27147
00000159) perceptual - 109.10356; gen_gan - 0.60715; feature_matching - 4.58914; equivariance_value - 0.27588; equivariance_jacobian - 0.64226; kp_distance - 2.01693; verilight - 2.37989; disc_gan - 0.25706
00000160) perceptual - 115.26322; gen_gan - 0.59334; feature_matching - 4.83209; equivariance_value - 0.37262; equivariance_jacobian - 0.71870; kp_distance - 2.22476; verilight - 2.40100; disc_gan - 0.29438
00000161) perceptual - 116.59377; gen_gan - 0.61395; feature_matching - 4.89487; equivariance_value - 0.38079; equivariance_jacobian - 0.69399; kp_distance - 2.42413; verilight - 1.99842; disc_gan - 0.26801
00000162) perceptual - 107.63706; gen_gan - 0.59282; feature_matching - 4.55151; equivariance_value - 0.29126; equivariance_jacobian - 0.64805; kp_distance - 2.31069; verilight - 2.15987; disc_gan - 0.27307
00000163) perceptual - 103.23045; gen_gan - 0.56750; feature_matching - 4.41593; equivariance_value - 0.28596; equivariance_jacobian - 0.63889; kp_distance - 2.36064; verilight - 2.12338; disc_gan - 0.28546
00000164) perceptual - 105.72469; gen_gan - 0.56472; feature_matching - 4.52513; equivariance_value - 0.29328; equivariance_jacobian - 0.65227; kp_distance - 2.35175; verilight - 2.23548; disc_gan - 0.30056
00000165) perceptual - 104.35310; gen_gan - 0.57574; feature_matching - 4.50309; equivariance_value - 0.28616; equivariance_jacobian - 0.63366; kp_distance - 2.37968; verilight - 2.19393; disc_gan - 0.28313
00000166) perceptual - 102.97888; gen_gan - 0.55549; feature_matching - 4.41006; equivariance_value - 0.27128; equivariance_jacobian - 0.62761; kp_distance - 2.42963; verilight - 2.25527; disc_gan - 0.31437
00000167) perceptual - 104.95934; gen_gan - 0.56823; feature_matching - 4.46729; equivariance_value - 0.29109; equivariance_jacobian - 0.62274; kp_distance - 2.30095; verilight - 2.43409; disc_gan - 0.28076
00000168) perceptual - 149.80165; gen_gan - 0.65790; feature_matching - 5.92311; equivariance_value - 0.82352; equivariance_jacobian - 0.96220; kp_distance - 3.63429; verilight - 3.19887; disc_gan - 0.30545
00000169) perceptual - 151.24440; gen_gan - 0.70926; feature_matching - 6.17277; equivariance_value - 0.87454; equivariance_jacobian - 1.48869; kp_distance - 2.58328; verilight - 2.27233; disc_gan - 0.19536
00000149) perceptual - 144.57405; gen_gan - 0.53782; feature_matching - 4.91985; equivariance_value - 0.71530; equivariance_jacobian - 1.00683; kp_distance - 2.07026; verilight - 3.36058; disc_gan - 0.52498
00000150) perceptual - 168.05409; gen_gan - 0.59053; feature_matching - 5.69072; equivariance_value - 1.34023; equivariance_jacobian - 1.74956; kp_distance - 2.79365; verilight - 3.54611; disc_gan - 0.25740
00000151) perceptual - 153.46513; gen_gan - 0.62522; feature_matching - 5.46524; equivariance_value - 1.12655; equivariance_jacobian - 1.22134; kp_distance - 2.96085; verilight - 2.17281; disc_gan - 0.24012
00000152) perceptual - 144.62662; gen_gan - 0.60604; feature_matching - 5.28439; equivariance_value - 1.12476; equivariance_jacobian - 1.24181; kp_distance - 3.09545; verilight - 1.76420; disc_gan - 0.24795
00000153) perceptual - 139.04129; gen_gan - 0.62671; feature_matching - 5.26786; equivariance_value - 1.14689; equivariance_jacobian - 1.16046; kp_distance - 3.04254; verilight - 1.65424; disc_gan - 0.25004
00000154) perceptual - 140.06918; gen_gan - 0.62816; feature_matching - 5.37094; equivariance_value - 1.12287; equivariance_jacobian - 1.21818; kp_distance - 2.87323; verilight - 1.38651; disc_gan - 0.24163
00000155) perceptual - 141.42798; gen_gan - 0.63790; feature_matching - 5.44092; equivariance_value - 1.12584; equivariance_jacobian - 1.09932; kp_distance - 2.76529; verilight - 1.58385; disc_gan - 0.23830
00000156) perceptual - 140.10170; gen_gan - 0.64142; feature_matching - 5.52450; equivariance_value - 1.11641; equivariance_jacobian - 1.10512; kp_distance - 2.86434; verilight - 1.68202; disc_gan - 0.23232
00000157) perceptual - 136.87640; gen_gan - 0.65657; feature_matching - 5.45225; equivariance_value - 1.11448; equivariance_jacobian - 1.12432; kp_distance - 2.88296; verilight - 1.49664; disc_gan - 0.22701
00000158) perceptual - 133.63133; gen_gan - 0.66918; feature_matching - 5.41347; equivariance_value - 1.14795; equivariance_jacobian - 1.11359; kp_distance - 2.82159; verilight - 1.68073; disc_gan - 0.22712
00000159) perceptual - 140.03323; gen_gan - 0.66256; feature_matching - 5.62341; equivariance_value - 1.07896; equivariance_jacobian - 1.05750; kp_distance - 2.98413; verilight - 1.50846; disc_gan - 0.20518
00000160) perceptual - 142.55823; gen_gan - 0.70310; feature_matching - 5.74649; equivariance_value - 1.16500; equivariance_jacobian - 1.35910; kp_distance - 3.01587; verilight - 1.71785; disc_gan - 0.20946
00000161) perceptual - 135.62866; gen_gan - 0.68522; feature_matching - 5.52274; equivariance_value - 0.97082; equivariance_jacobian - 1.18508; kp_distance - 3.51111; verilight - 1.78994; disc_gan - 0.20442
00000162) perceptual - 140.49265; gen_gan - 0.68221; feature_matching - 5.79018; equivariance_value - 1.24691; equivariance_jacobian - 1.39290; kp_distance - 3.10899; verilight - 1.86594; disc_gan - 0.20319
00000163) perceptual - 131.59108; gen_gan - 0.65578; feature_matching - 5.52783; equivariance_value - 1.22867; equivariance_jacobian - 1.14467; kp_distance - 2.74751; verilight - 1.54655; disc_gan - 0.22771
00000164) perceptual - 148.82648; gen_gan - 0.69727; feature_matching - 6.06053; equivariance_value - 1.61416; equivariance_jacobian - 2.08809; kp_distance - 2.45926; verilight - 2.38827; disc_gan - 0.22245
00000165) perceptual - 150.80849; gen_gan - 0.66566; feature_matching - 6.16293; equivariance_value - 1.69780; equivariance_jacobian - 1.79025; kp_distance - 2.22857; verilight - 2.02198; disc_gan - 0.23473
00000166) perceptual - 151.45271; gen_gan - 0.71746; feature_matching - 6.21547; equivariance_value - 1.64568; equivariance_jacobian - 1.41466; kp_distance - 2.29630; verilight - 2.33628; disc_gan - 0.17559
00000149) perceptual - 98.59716; gen_gan - 0.48943; feature_matching - 3.94711; equivariance_value - 0.23886; equivariance_jacobian - 0.47471; kp_distance - 0.89566; verilight - 0.50721; disc_gan - 0.41344
00000150) perceptual - 101.78043; gen_gan - 0.53001; feature_matching - 4.16064; equivariance_value - 0.25008; equivariance_jacobian - 0.49560; kp_distance - 0.96974; verilight - 0.56201; disc_gan - 0.33312
00000151) perceptual - 118.24661; gen_gan - 0.59840; feature_matching - 4.80461; equivariance_value - 0.26711; equivariance_jacobian - 0.55042; kp_distance - 1.10307; verilight - 0.50533; disc_gan - 0.29209
00000152) perceptual - 122.61104; gen_gan - 0.66684; feature_matching - 5.14186; equivariance_value - 0.26530; equivariance_jacobian - 0.56884; kp_distance - 1.44593; verilight - 0.40821; disc_gan - 0.20851
00000153) perceptual - 113.57858; gen_gan - 0.63287; feature_matching - 4.71814; equivariance_value - 0.27401; equivariance_jacobian - 0.56609; kp_distance - 1.20931; verilight - 0.45400; disc_gan - 0.24590
00000154) perceptual - 106.30962; gen_gan - 0.61817; feature_matching - 4.44797; equivariance_value - 0.23848; equivariance_jacobian - 0.51756; kp_distance - 1.25672; verilight - 0.43551; disc_gan - 0.28731
00000155) perceptual - 102.16576; gen_gan - 0.56546; feature_matching - 4.28938; equivariance_value - 0.23310; equivariance_jacobian - 0.50520; kp_distance - 1.07386; verilight - 0.49377; disc_gan - 0.28958
00000156) perceptual - 98.48474; gen_gan - 0.55361; feature_matching - 4.18905; equivariance_value - 0.23667; equivariance_jacobian - 0.50181; kp_distance - 0.99810; verilight - 0.49431; disc_gan - 0.28742
00000157) perceptual - 99.26209; gen_gan - 0.57050; feature_matching - 4.24857; equivariance_value - 0.26460; equivariance_jacobian - 0.50598; kp_distance - 1.00148; verilight - 0.44836; disc_gan - 0.28766
00000158) perceptual - 96.40566; gen_gan - 0.54889; feature_matching - 4.14036; equivariance_value - 0.23938; equivariance_jacobian - 0.48762; kp_distance - 1.11746; verilight - 0.52125; disc_gan - 0.29732
00000159) perceptual - 99.25691; gen_gan - 0.55301; feature_matching - 4.22848; equivariance_value - 0.23423; equivariance_jacobian - 0.49228; kp_distance - 1.00614; verilight - 0.52734; disc_gan - 0.29163
00000160) perceptual - 95.75599; gen_gan - 0.55160; feature_matching - 4.08263; equivariance_value - 0.23526; equivariance_jacobian - 0.49110; kp_distance - 1.02476; verilight - 0.50786; disc_gan - 0.28804
00000161) perceptual - 96.47318; gen_gan - 0.55438; feature_matching - 4.09847; equivariance_value - 0.22272; equivariance_jacobian - 0.47008; kp_distance - 1.13185; verilight - 0.49675; disc_gan - 0.32487
00000162) perceptual - 98.45100; gen_gan - 0.53292; feature_matching - 4.17065; equivariance_value - 0.23415; equivariance_jacobian - 0.47398; kp_distance - 1.01926; verilight - 0.56856; disc_gan - 0.30891
00000163) perceptual - 97.40451; gen_gan - 0.55123; feature_matching - 4.08604; equivariance_value - 0.22984; equivariance_jacobian - 0.46801; kp_distance - 1.04169; verilight - 0.47326; disc_gan - 0.31144
00000164) perceptual - 94.73483; gen_gan - 0.52488; feature_matching - 4.04409; equivariance_value - 0.22608; equivariance_jacobian - 0.45708; kp_distance - 1.02646; verilight - 0.52100; disc_gan - 0.29771
00000165) perceptual - 92.01746; gen_gan - 0.52851; feature_matching - 3.91375; equivariance_value - 0.21976; equivariance_jacobian - 0.45327; kp_distance - 1.01630; verilight - 0.46827; disc_gan - 0.31943
00000166) perceptual - 94.10377; gen_gan - 0.53684; feature_matching - 4.00723; equivariance_value - 0.23456; equivariance_jacobian - 0.46335; kp_distance - 0.99005; verilight - 0.49608; disc_gan - 0.31323
00000167) perceptual - 93.25873; gen_gan - 0.52734; feature_matching - 3.97084; equivariance_value - 0.21923; equivariance_jacobian - 0.45578; kp_distance - 0.94942; verilight - 0.51511; disc_gan - 0.30840
00000168) perceptual - 94.37058; gen_gan - 0.51584; feature_matching - 4.02634; equivariance_value - 0.23719; equivariance_jacobian - 0.46950; kp_distance - 0.89778; verilight - 0.46994; disc_gan - 0.31251
00000169) perceptual - 94.02654; gen_gan - 0.52759; feature_matching - 3.97340; equivariance_value - 0.24791; equivariance_jacobian - 0.46414; kp_distance - 0.94815; verilight - 0.47488; disc_gan - 0.31137
00000170) perceptual - 94.36513; gen_gan - 0.52452; feature_matching - 4.02938; equivariance_value - 0.25825; equivariance_jacobian - 0.47535; kp_distance - 0.98455; verilight - 0.47611; disc_gan - 0.30074
00000171) perceptual - 96.58438; gen_gan - 0.54810; feature_matching - 4.10208; equivariance_value - 0.24835; equivariance_jacobian - 0.48354; kp_distance - 1.13481; verilight - 0.50572; disc_gan - 0.31072
00000172) perceptual - 92.42242; gen_gan - 0.53782; feature_matching - 3.98105; equivariance_value - 0.22609; equivariance_jacobian - 0.46010; kp_distance - 0.92868; verilight - 0.48108; disc_gan - 0.31408
00000173) perceptual - 92.35942; gen_gan - 0.53069; feature_matching - 3.97139; equivariance_value - 0.22053; equivariance_jacobian - 0.45116; kp_distance - 0.96847; verilight - 0.51567; disc_gan - 0.30601
00000174) perceptual - 93.87927; gen_gan - 0.54626; feature_matching - 4.00217; equivariance_value - 0.23153; equivariance_jacobian - 0.47831; kp_distance - 0.95619; verilight - 0.54178; disc_gan - 0.30615
00000175) perceptual - 93.36813; gen_gan - 0.53044; feature_matching - 3.95468; equivariance_value - 0.21442; equivariance_jacobian - 0.46683; kp_distance - 0.94942; verilight - 0.50756; disc_gan - 0.33214
00000176) perceptual - 91.28290; gen_gan - 0.53219; feature_matching - 3.95461; equivariance_value - 0.22255; equivariance_jacobian - 0.46356; kp_distance - 0.96042; verilight - 0.46071; disc_gan - 0.30978
00000177) perceptual - 91.10665; gen_gan - 0.53237; feature_matching - 3.92468; equivariance_value - 0.20304; equivariance_jacobian - 0.44235; kp_distance - 0.86984; verilight - 0.51888; disc_gan - 0.31189
00000178) perceptual - 91.30327; gen_gan - 0.53152; feature_matching - 3.92874; equivariance_value - 0.20601; equivariance_jacobian - 0.45518; kp_distance - 0.91302; verilight - 0.49405; disc_gan - 0.31243
00000179) perceptual - 90.93153; gen_gan - 0.51490; feature_matching - 3.91209; equivariance_value - 0.21366; equivariance_jacobian - 0.44808; kp_distance - 0.92571; verilight - 0.45990; disc_gan - 0.31910
00000180) perceptual - 92.70207; gen_gan - 0.54114; feature_matching - 3.97212; equivariance_value - 0.21329; equivariance_jacobian - 0.45671; kp_distance - 0.99429; verilight - 0.51840; disc_gan - 0.29249
00000181) perceptual - 91.90336; gen_gan - 0.53658; feature_matching - 3.96093; equivariance_value - 0.22454; equivariance_jacobian - 0.46768; kp_distance - 0.93249; verilight - 0.50774; disc_gan - 0.31867
00000182) perceptual - 91.62362; gen_gan - 0.53004; feature_matching - 3.96094; equivariance_value - 0.22695; equivariance_jacobian - 0.48715; kp_distance - 1.03958; verilight - 0.51173; disc_gan - 0.32021
00000183) perceptual - 92.54684; gen_gan - 0.53454; feature_matching - 3.98216; equivariance_value - 0.24899; equivariance_jacobian - 0.48935; kp_distance - 0.96466; verilight - 0.52574; disc_gan - 0.31850
00000184) perceptual - 92.26615; gen_gan - 0.53031; feature_matching - 3.99089; equivariance_value - 0.22769; equivariance_jacobian - 0.47391; kp_distance - 0.92910; verilight - 0.51495; disc_gan - 0.31182
00000185) perceptual - 92.42137; gen_gan - 0.52376; feature_matching - 3.98193; equivariance_value - 0.22735; equivariance_jacobian - 0.47823; kp_distance - 0.94265; verilight - 0.49091; disc_gan - 0.30845
00000186) perceptual - 91.11073; gen_gan - 0.53708; feature_matching - 3.94414; equivariance_value - 0.23790; equivariance_jacobian - 0.47274; kp_distance - 0.97778; verilight - 0.51294; disc_gan - 0.29867
00000187) perceptual - 90.26170; gen_gan - 0.53051; feature_matching - 3.90724; equivariance_value - 0.23432; equivariance_jacobian - 0.46716; kp_distance - 0.99767; verilight - 0.48160; disc_gan - 0.31978
00000188) perceptual - 92.04011; gen_gan - 0.54428; feature_matching - 3.94209; equivariance_value - 0.23929; equivariance_jacobian - 0.47618; kp_distance - 0.98921; verilight - 0.53719; disc_gan - 0.30766
00000189) perceptual - 91.64196; gen_gan - 0.51915; feature_matching - 3.96261; equivariance_value - 0.23165; equivariance_jacobian - 0.46223; kp_distance - 0.93291; verilight - 0.50627; disc_gan - 0.31069
00000190) perceptual - 93.27027; gen_gan - 0.52977; feature_matching - 4.00473; equivariance_value - 0.22850; equivariance_jacobian - 0.46767; kp_distance - 0.94815; verilight - 0.47988; disc_gan - 0.32975
00000191) perceptual - 92.55228; gen_gan - 0.53384; feature_matching - 4.00127; equivariance_value - 0.22893; equivariance_jacobian - 0.45689; kp_distance - 0.91471; verilight - 0.48136; disc_gan - 0.29912
00000192) perceptual - 91.45499; gen_gan - 0.52619; feature_matching - 3.91476; equivariance_value - 0.23308; equivariance_jacobian - 0.45777; kp_distance - 1.04466; verilight - 0.52511; disc_gan - 0.30205
00000193) perceptual - 91.88178; gen_gan - 0.52976; feature_matching - 3.94773; equivariance_value - 0.24981; equivariance_jacobian - 0.47808; kp_distance - 0.95873; verilight - 0.49835; disc_gan - 0.31490
00000194) perceptual - 90.42641; gen_gan - 0.53786; feature_matching - 3.92669; equivariance_value - 0.22851; equivariance_jacobian - 0.45740; kp_distance - 0.88635; verilight - 0.51337; disc_gan - 0.31896
00000195) perceptual - 89.01466; gen_gan - 0.52700; feature_matching - 3.83625; equivariance_value - 0.23415; equivariance_jacobian - 0.46641; kp_distance - 0.91471; verilight - 0.47601; disc_gan - 0.31880
00000196) perceptual - 91.25014; gen_gan - 0.52870; feature_matching - 3.97370; equivariance_value - 0.22867; equivariance_jacobian - 0.46304; kp_distance - 0.88635; verilight - 0.51620; disc_gan - 0.29468
00000197) perceptual - 91.36425; gen_gan - 0.53780; feature_matching - 3.94254; equivariance_value - 0.21443; equivariance_jacobian - 0.45408; kp_distance - 0.88466; verilight - 0.52261; disc_gan - 0.32455
00000198) perceptual - 90.91285; gen_gan - 0.52428; feature_matching - 3.93862; equivariance_value - 0.21627; equivariance_jacobian - 0.45497; kp_distance - 0.91175; verilight - 0.49563; disc_gan - 0.31945
00000199) perceptual - 89.72715; gen_gan - 0.52523; feature_matching - 3.90260; equivariance_value - 0.23005; equivariance_jacobian - 0.46732; kp_distance - 0.93291; verilight - 0.48499; disc_gan - 0.30368
00000200) perceptual - 90.44897; gen_gan - 0.53662; feature_matching - 3.94209; equivariance_value - 0.21285; equivariance_jacobian - 0.44145; kp_distance - 0.96720; verilight - 0.54428; disc_gan - 0.31244
00000201) perceptual - 89.68176; gen_gan - 0.52112; feature_matching - 3.85497; equivariance_value - 0.20497; equivariance_jacobian - 0.43834; kp_distance - 1.02476; verilight - 0.45033; disc_gan - 0.31899
00000202) perceptual - 87.45453; gen_gan - 0.51537; feature_matching - 3.82557; equivariance_value - 0.22524; equivariance_jacobian - 0.45491; kp_distance - 0.93079; verilight - 0.45580; disc_gan - 0.33950
00000203) perceptual - 91.70216; gen_gan - 0.52776; feature_matching - 3.93389; equivariance_value - 0.23188; equivariance_jacobian - 0.46062; kp_distance - 1.00317; verilight - 0.53411; disc_gan - 0.29629
00000204) perceptual - 91.73792; gen_gan - 0.52269; feature_matching - 3.97204; equivariance_value - 0.22644; equivariance_jacobian - 0.44713; kp_distance - 0.89101; verilight - 0.48490; disc_gan - 0.31327
00000205) perceptual - 94.73974; gen_gan - 0.54402; feature_matching - 4.06419; equivariance_value - 0.24365; equivariance_jacobian - 0.45992; kp_distance - 0.92106; verilight - 0.55161; disc_gan - 0.30829
00000206) perceptual - 91.83498; gen_gan - 0.53660; feature_matching - 3.97633; equivariance_value - 0.22635; equivariance_jacobian - 0.45173; kp_distance - 0.93757; verilight - 0.50659; disc_gan - 0.32051
00000207) perceptual - 92.40128; gen_gan - 0.53917; feature_matching - 3.98525; equivariance_value - 0.24718; equivariance_jacobian - 0.46850; kp_distance - 0.92783; verilight - 0.54252; disc_gan - 0.31583
00000208) perceptual - 90.60004; gen_gan - 0.52140; feature_matching - 3.94704; equivariance_value - 0.23554; equivariance_jacobian - 0.46814; kp_distance - 0.94730; verilight - 0.48061; disc_gan - 0.31041
00000209) perceptual - 90.69614; gen_gan - 0.53729; feature_matching - 3.91526; equivariance_value - 0.22405; equivariance_jacobian - 0.44538; kp_distance - 0.99302; verilight - 0.52509; disc_gan - 0.32294
00000210) perceptual - 92.14235; gen_gan - 0.52006; feature_matching - 4.00491; equivariance_value - 0.25123; equivariance_jacobian - 0.48191; kp_distance - 0.94984; verilight - 0.51477; disc_gan - 0.31189
00000211) perceptual - 89.83392; gen_gan - 0.52836; feature_matching - 3.94741; equivariance_value - 0.23332; equivariance_jacobian - 0.46264; kp_distance - 0.97439; verilight - 0.50599; disc_gan - 0.29848
00000212) perceptual - 91.19519; gen_gan - 0.53381; feature_matching - 3.94693; equivariance_value - 0.22749; equivariance_jacobian - 0.46297; kp_distance - 1.01037; verilight - 0.46408; disc_gan - 0.31691
00000213) perceptual - 91.97173; gen_gan - 0.52908; feature_matching - 3.99728; equivariance_value - 0.23018; equivariance_jacobian - 0.46452; kp_distance - 0.99767; verilight - 0.50378; disc_gan - 0.30821
00000214) perceptual - 90.13379; gen_gan - 0.52543; feature_matching - 3.96219; equivariance_value - 0.22643; equivariance_jacobian - 0.45312; kp_distance - 0.86646; verilight - 0.52015; disc_gan - 0.31477
00000215) perceptual - 92.18351; gen_gan - 0.53356; feature_matching - 4.00055; equivariance_value - 0.24527; equivariance_jacobian - 0.48144; kp_distance - 1.11111; verilight - 0.45145; disc_gan - 0.31493
00000216) perceptual - 90.38998; gen_gan - 0.51656; feature_matching - 3.93445; equivariance_value - 0.24030; equivariance_jacobian - 0.47154; kp_distance - 0.89270; verilight - 0.42142; disc_gan - 0.31766
00000217) perceptual - 93.17998; gen_gan - 0.53324; feature_matching - 4.06282; equivariance_value - 0.29276; equivariance_jacobian - 0.52404; kp_distance - 0.98159; verilight - 0.48783; disc_gan - 0.31748
00000218) perceptual - 92.87025; gen_gan - 0.53199; feature_matching - 4.05293; equivariance_value - 0.24378; equivariance_jacobian - 0.47610; kp_distance - 0.93545; verilight - 0.47989; disc_gan - 0.29613
00000219) perceptual - 89.76888; gen_gan - 0.53078; feature_matching - 3.96683; equivariance_value - 0.27915; equivariance_jacobian - 0.51994; kp_distance - 0.95450; verilight - 0.47579; disc_gan - 0.30393
00000220) perceptual - 89.05602; gen_gan - 0.51697; feature_matching - 3.89865; equivariance_value - 0.28754; equivariance_jacobian - 0.51701; kp_distance - 0.98540; verilight - 0.42418; disc_gan - 0.33429
00000221) perceptual - 94.34530; gen_gan - 0.53737; feature_matching - 4.07976; equivariance_value - 0.28248; equivariance_jacobian - 0.51701; kp_distance - 1.01503; verilight - 0.46765; disc_gan - 0.32503
